policy_id,location_id,postcode,latitude,longitude,region,country,occupancy_type,construction_type,year_built,building_value,contents_value,business_interruption_value,hazard_zone,total_insured_value
POL0000169,LOC0000169,W75 3MB,51.573088807175694,-0.10612708371687837,Greater London,UK,Commercial,Timber,1906,798107.64,130977.54,81712.94,Low,1010798.12
POL0000170,LOC0000170,LS61 7JZ,54.237137988839756,-1.297423665900045,Yorkshire and the Humber,UK,Residential,Masonry,2007,177958.26,33986.68,0.0,Medium,211944.94
POL0000171,LOC0000171,NR85 5GH,52.047201477484634,0.6849717176968505,East of England,UK,Retail,Masonry,1945,408446.19,110676.46,172173.48,Low,691296.13
POL0000172,LOC0000172,SW60 2BB,51.48594834017769,-0.09707856240241947,Greater London,UK,Residential,Masonry,1960,749733.25,157211.41,0.0,Low,906944.66
POL0000173,LOC0000173,ST39 1PH,53.193062597450094,-1.7494762807698212,West Midlands,UK,Residential,Masonry,1907,171612.2,29406.54,0.0,Low,201018.74
POL0000174,LOC0000174,OX18 4EB,50.884447280370665,-1.1843636092524468,South East,UK,Industrial,Steel Frame,1994,4841565.32,1106815.22,1369020.76,Low,7317401.3
POL0000175,LOC0000175,LU66 7RG,51.69943581550117,0.5922766623225809,East of England,UK,Residential,Reinforced Concrete,2021,129757.49,27278.91,0.0,Medium,157036.4
POL0000176,LOC0000176,SW46 5TH,50.9507531356766,-0.4588043790060026,Greater London,UK,Residential,Mixed,1964,288027.11,55658.91,0.0,Low,343686.02
POL0000177,LOC0000177,CO34 8YE,51.814697971702444,0.8635808676276415,East of England,UK,Industrial,Masonry,1974,11525788.66,4905434.85,6048653.62,Low,22479877.13
POL0000178,LOC0000178,WN84 8XT,53.480951021536086,-2.1274743231504822,North West,UK,Commercial,Mixed,2001,342426.94,76391.54,128963.26,Low,547781.74
POL0000179,LOC0000179,LE47 5EE,52.92552561120081,-1.6879331450776787,East Midlands,UK,Residential,Reinforced Concrete,1960,513179.69,96070.58,0.0,Medium,609250.27
POL0000180,LOC0000180,SE36 8SX,51.65098598339132,0.6028453329023922,Greater London,UK,Commercial,Masonry,2018,600458.84,248862.23,142357.28,Low,991678.35
POL0000181,LOC0000181,RH69 8FP,51.56907952200984,-1.139951347740675,South East,UK,Industrial,Timber,1960,3002315.89,1534807.65,1734823.68,Low,6271947.22
POL0000182,LOC0000182,E52 8FG,51.10734119069047,-0.4726654488887868,Greater London,UK,Residential,Masonry,1904,365774.37,50288.37,0.0,Medium,416062.74
POL0000183,LOC0000183,NG11 3XW,53.08165110384017,-0.7503151498162375,East Midlands,UK,Residential,Masonry,1930,187216.27,17351.07,0.0,Low,204567.34
POL0000184,LOC0000184,CF46 2XR,51.55464252892215,-2.8751428299117263,Wales,UK,Public Sector,Timber,1982,691287.56,179355.53,129239.55,Low,999882.64
POL0000185,LOC0000185,RH29 7ZW,51.65264990832763,-0.7856169312733513,South East,UK,Retail,Timber,1960,1658543.92,907573.87,563313.4,Medium,3129431.19
POL0000186,LOC0000186,AL6 1JA,52.05612739332685,0.7836909345505579,East of England,UK,Residential,Masonry,2011,859956.73,110432.51,0.0,Medium,970389.24
POL0000187,LOC0000187,EH17 8VV,55.715754214913,-3.1816769978759214,Scotland,UK,Residential,Mixed,1947,356468.43,77030.16,0.0,Medium,433498.59
POL0000188,LOC0000188,BD27 3FX,53.89344178869874,-0.9111621531929951,Yorkshire and the Humber,UK,Commercial,Timber,1997,6117351.78,2565534.92,2349384.25,High,11032270.95
POL0000189,LOC0000189,WV82 5RV,52.11947504717706,-1.707427100223304,West Midlands,UK,Residential,Masonry,1910,142710.88,24532.3,0.0,Low,167243.18
POL0000190,LOC0000190,OX18 7FC,51.86924624565461,-0.6897378489812573,South East,UK,Commercial,Steel Frame,1910,3115216.3,1135451.15,894020.86,High,5144688.31
POL0000191,LOC0000191,SW3 5GX,51.74042472399101,0.09572406270976863,Greater London,UK,Residential,Timber,2007,893527.72,169102.53,0.0,Low,1062630.25
POL0000192,LOC0000192,DL85 2HR,55.341833657137116,-2.0310417038827,North East,UK,Commercial,Timber,2000,1114510.08,399915.9,382946.76,High,1897372.74
POL0000193,LOC0000193,DL4 1EA,54.59024053352833,-1.6202069733767972,North East,UK,Residential,Reinforced Concrete,1907,277172.28,44050.35,0.0,High,321222.63
POL0000194,LOC0000194,NR15 4KX,51.63537461099992,1.1852454055876442,East of England,UK,Retail,Masonry,1989,1249563.99,665657.04,458621.75,Medium,2373842.78
POL0000195,LOC0000195,RG85 5XH,51.796300254738725,-1.1427732109321198,South East,UK,Residential,Timber,1905,319719.32,65609.2,0.0,Medium,385328.52
POL0000196,LOC0000196,SO51 5KS,51.35068423293506,-1.0055920405572552,South East,UK,Residential,Steel Frame,1931,199547.07,27476.28,0.0,Medium,227023.35
POL0000197,LOC0000197,EX29 4DA,51.469065782123096,-2.5395739107061712,South West,UK,Commercial,Steel Frame,1952,2014982.43,850180.8,360524.8,Low,3225688.03
POL0000198,LOC0000198,SR87 4FW,55.134604989925926,-1.6833980141432217,North East,UK,Residential,Masonry,2005,413362.44,61805.01,0.0,Low,475167.45
POL0000199,LOC0000199,NP81 8CJ,51.74569412497378,-3.009639844692385,Wales,UK,Residential,Steel Frame,1956,404238.81,33421.33,0.0,High,437660.14
POL0000200,LOC0000200,EH25 4PD,55.78335023515566,-2.680957186234443,Scotland,UK,Retail,Mixed,1928,215330.51,69444.51,105708.48,Low,390483.5
POL0000201,LOC0000201,CO17 4XN,51.8601880438857,0.6825769918878389,East of England,UK,Residential,Steel Frame,1982,167884.91,25378.24,0.0,Low,193263.15
POL0000202,LOC0000202,W16 6UX,51.777936872301126,-0.4023677798666149,Greater London,UK,Commercial,Reinforced Concrete,1955,1980110.77,711644.08,556641.52,High,3248396.37
POL0000203,LOC0000203,EC18 3UM,51.5938755810948,0.07886904685963825,Greater London,UK,Residential,Masonry,1979,990767.8,102417.72,0.0,Very High,1093185.52
POL0000204,LOC0000204,SR89 5UN,54.73735331696525,-1.6453415334457333,North East,UK,Commercial,Masonry,2007,1525788.74,429442.51,496000.86,Medium,2451232.11
POL0000205,LOC0000205,DN84 2UX,53.756978927541425,-1.7587603836962713,Yorkshire and the Humber,UK,Residential,Masonry,1987,511525.19,72701.3,0.0,Low,584226.49
POL0000206,LOC0000206,N1 4SF,52.15166895857421,-0.4175804143092808,Greater London,UK,Residential,Steel Frame,1992,350744.45,34550.1,0.0,Medium,385294.55
POL0000207,LOC0000207,E70 4ZP,51.78858048233901,-0.2768643864148339,Greater London,UK,Industrial,Mixed,1963,4380038.72,1642642.12,1437775.85,High,7460456.69
POL0000208,LOC0000208,CO88 2UK,51.936241867112116,0.7566694123989262,East of England,UK,PUBLIC,Reinforced Concrete,2003,225552.08,36691.05,0.0,Low,262243.13
POL0000209,LOC0000209,EC80 2JG,51.6889461476285,0.22219363852495794,Greater London,UK,Public Sector,Masonry,1963,1147382.3,293218.71,220000.62,High,1660601.63
POL0000210,LOC0000210,WC62 2FR,51.94463423098342,0.9915935901753381,Greater London,UK,Commercial,Timber,1918,887951.1,187208.82,137496.27,High,1212656.19
POL0000211,LOC0000211,YO11 1PG,53.87094397705157,-1.8010750260536472,Yorkshire and the Humber,UK,Commercial,Mixed,2006,687046.45,163672.61,272914.06,Low,1123633.12
POL0000212,LOC0000212,CM70 5WC,52.367304811502564,0.6164390788455332,East of England,UK,Residential,Masonry,1967,329453.69,65148.18,0.0,Low,394601.87
POL0000213,LOC0000213,AL7 1AW,52.49977051635862,0.22467756738102573,East of England,UK,Residential,Timber,1988,416729.83,74777.72,0.0,Low,491507.55
POL0000214,LOC0000214,PO70 2NH,52.11763367187213,-0.6528017239853051,South East,UK,Residential,Reinforced Concrete,1994,131328.5,22795.02,0.0,Low,154123.52
POL0000215,LOC0000215,GL38 4WC,50.982978875017075,-2.8573309828796893,South West,UK,Residential,Reinforced Concrete,1964,295598.38,31862.82,0.0,Medium,327461.2
POL0000216,LOC0000216,GU91 1VK,51.683002692351906,-0.5310892586548472,South East,UK,Residential,Masonry,1950,152672.79,31954.39,0.0,High,184627.18
POL0000217,LOC0000217,SO16 8MG,51.098273464375055,-0.7071501768354794,South East,UK,Retail,Masonry,2018,207887.22,109225.11,96955.77,Low,414068.1
POL0000218,LOC0000218,GL54 3NT,50.90924483565466,-2.621847628878997,South West,UK,Residential,Timber,1980,584477.44,88007.15,0.0,Low,672484.59
POL0000219,LOC0000219,NR75 8YC,52.551873115788894,0.5080240225608674,East of England,UK,Commercial,Mixed,1952,644973.06,156276.33,170833.15,Low,972082.54
POL0000220,LOC0000220,SA29 7XE,51.059661756241354,-3.1235383773765273,Wales,UK,Residential,Timber,1965,605754.01,120260.5,0.0,Low,726014.51
POL0000221,LOC0000221,CB85 2BU,52.071178717342065,0.9568321791050176,East of England,UK,Residential,Timber,1995,187767.76,32480.03,0.0,Medium,220247.79
POL0000222,LOC0000222,BD13 7EY,53.552908598978945,-1.8427020180681781,Yorkshire and the Humber,UK,Residential,Reinforced Concrete,2002,1133284.68,219541.04,0.0,Low,1352825.72
POL0000223,LOC0000223,E88 1TR,50.94131935015465,-0.06302100980043651,Greater London,UK,Residential,Masonry,1971,235435.43,49675.06,0.0,Low,285110.49
POL0000224,LOC0000224,WN90 5MV,53.435746617282554,-2.694186174881227,North West,UK,Industrial,Steel Frame,2020,12899804.29,2661274.26,5487506.19,Low,21048584.74
POL0000225,LOC0000225,SO38 4FB,51.50876363985479,-0.5878132857552272,South East,UK,Retail,Masonry,1954,1090863.87,503103.69,223370.37,Low,1817337.93
POL0000226,LOC0000226,RH23 1VF,51.394140975842696,-0.8761965590676499,South East,UK,Commercial,Masonry,1949,2302306.21,747367.04,898094.41,High,3947767.66
POL0000227,LOC0000227,BT81 8TU,54.67382714988384,-6.387745334328005,Northern Ireland,UK,Industrial,Masonry,1947,2595467.5,922556.11,986132.05,Low,4504155.66
POL0000228,LOC0000228,WA22 3PC,54.05664402979813,-2.421522935446468,North West,UK,Residential,Masonry,2005,176616.78,29633.99,0.0,Low,206250.77
POL0000229,LOC0000229,NE20 2SG,55.162012536520876,-1.325498194652961,North East,UK,Residential,Reinforced Concrete,1982,326058.58,44354.88,0.0,Medium,370413.46
POL0000230,LOC0000230,IP61 7CG,52.201413364407586,0.9481821095226612,East of England,UK,Residential,Masonry,1956,133395.67,22707.58,0.0,Medium,156103.25
POL0000231,LOC0000231,IV51 2YU,56.02212938210859,-3.7270031077464143,Scotland,UK,Industrial,Masonry,2010,5920631.08,2937500.22,3235491.65,Medium,12093622.95
POL0000232,LOC0000232,WV56 6FX,52.39316364364997,-2.1231693428945437,West Midlands,UK,Residential,Timber,1957,135090.75,26585.74,0.0,Medium,161676.49
POL0000233,LOC0000233,HD4 7AM,53.671511388423085,-2.044621207577922,Yorkshire and the Humber,UK,Residential,Timber,1940,148932.53,28782.6,0.0,Very High,177715.13
POL0000234,LOC0000234,B72 3ZD,52.801601440688884,-1.2816427912469033,West Midlands,UK,Residential,Timber,1934,489245.08,95239.05,0.0,Low,584484.13
POL0000235,LOC0000235,N9 2WR,51.781040833279555,0.3552011051759143,Greater London,UK,Public Sector,Timber,1928,2169022.92,678298.0,299568.11,High,3146889.03
POL0000236,LOC0000236,TR68 5HH,51.35800224563772,-2.829677597294694,South West,UK,Commercial,Masonry,1966,994097.31,276023.07,122307.74,Medium,1392428.12
POL0000237,LOC0000237,RG93 6RK,51.236495626892726,-0.7333553292762554,South East,UK,Residential,Masonry,1965,268312.55,43924.91,0.0,Medium,312237.46
POL0000238,LOC0000238,N53 2ZN,51.57077765488036,-0.15694425040740176,Greater London,UK,Public Sector,Masonry,2014,2258108.72,743836.2,254864.94,Low,3256809.86
POL0000239,LOC0000239,CO47 7ZJ,52.60314159237469,0.8714777144498304,East of England,UK,Residential,Mixed,1995,467104.69,38044.62,0.0,Low,505149.31
POL0000240,LOC0000240,N21 3HJ,51.27237586149423,-0.386345355071564,Greater London,UK,Residential,Timber,1914,449957.51,93632.38,0.0,Medium,543589.89
POL0000241,LOC0000241,NG10 6EX,53.14575812379116,-0.762241515991253,East Midlands,UK,Residential,Masonry,2004,229925.14,46423.83,0.0,Medium,276348.97
POL0000242,LOC0000242,LN42 3BW,53.10927046503167,-0.437282275808609,East Midlands,UK,Residential,Masonry,1920,199314.0,35103.73,0.0,Low,234417.73
POL0000243,LOC0000243,DL35 2PB,55.436102006404795,-1.45020638275671,North East,UK,Residential,Steel Frame,1952,213874.47,28674.7,0.0,Low,242549.17
POL0000244,LOC0000244,BL30 5YP,53.24599741534518,-2.740395254458072,North West,UK,Residential,Masonry,1976,282318.54,60779.37,0.0,High,343097.91
POL0000245,LOC0000245,N66 6ZS,51.39873311139588,0.15862110963813963,Greater London,UK,Retail,Reinforced Concrete,1921,2023197.7,889120.64,534035.66,Very High,3446354.0
POL0000246,LOC0000246,NN82 1EN,53.46626118220734,-0.9994701269238959,East Midlands,UK,Residential,Masonry,1953,155858.45,13653.36,0.0,Low,169511.81
POL0000247,LOC0000247,CH3 5JN,53.80804238238475,-2.3358168447513648,North West,UK,Residential,Masonry,1955,359903.51,76601.91,0.0,Medium,436505.42
POL0000248,LOC0000248,LN40 8VB,53.129175355063715,-0.8452244047986743,East Midlands,UK,Commercial,Mixed,1930,638164.18,272962.24,85540.7,Medium,996667.12
POL0000249,LOC0000249,LN34 3EK,52.40051360276129,-1.3152067449030738,East Midlands,UK,Commercial,Masonry,1976,1167708.38,493895.5,382480.68,Low,2044084.56
POL0000250,LOC0000250,LL62 3XT,51.747516107597804,-3.0748020324581056,Wales,UK,Public Sector,Steel Frame,1921,2780455.72,946233.48,323253.75,Medium,4049942.95
POL0000251,LOC0000251,RG42 3WG,51.11947578651774,-1.9015465027763954,South East,UK,Residential,Masonry,1907,530283.81,79258.37,0.0,High,609542.18
POL0000252,LOC0000252,WN91 2CN,53.37838139131544,-2.269802563299674,North West,UK,Commercial,Timber,1959,2954782.19,1307064.47,511468.95,High,4773315.61
POL0000253,LOC0000253,NP75 5NB,51.23410157404806,-3.1247277239293623,Wales,UK,Residential,Masonry,1930,218981.42,25469.9,0.0,High,244451.32
POL0000254,LOC0000254,BN31 8JX,51.596288289225214,-0.7232388751240315,South East,UK,Residential,Masonry,1990,354989.02,70209.55,0.0,Low,425198.57
POL0000255,LOC0000255,W44 2TE,50.847542701018945,-0.6270283371670857,Greater London,UK,Residential,Masonry,1988,517475.41,103834.36,0.0,Low,621309.77
POL0000256,LOC0000256,DN59 7WW,53.71550565846068,-1.3316742102057637,Yorkshire and the Humber,UK,Residential,Reinforced Concrete,1936,282183.22,60742.42,0.0,Low,342925.64
POL0000257,LOC0000257,LN23 5ED,53.09178552379401,-0.9787894198068631,East Midlands,UK,Residential,Mixed,1917,312586.26,28550.03,0.0,Low,341136.29
POL0000258,LOC0000258,IP39 3WU,52.1331429762487,0.5930992938222149,East of England,UK,Commercial,Masonry,1931,396608.84,129800.17,126794.54,Medium,653203.55
POL0000259,LOC0000259,HU50 6HZ,53.596867804841914,-1.2571862313197777,Yorkshire and the Humber,UK,Residential,Masonry,2007,224180.62,38006.3,0.0,Low,262186.92
POL0000260,LOC0000260,E74 8HU,51.24946313943292,0.19541383017203656,Greater London,UK,Retail,Timber,1936,628411.36,231216.62,188081.95,Medium,1047709.93
POL0000261,LOC0000261,BD41 5HA,53.85899890667854,-1.5662169018129584,Yorkshire and the Humber,UK,Public Sector,Timber,1918,4733969.6,704800.47,646947.53,High,6085717.6
POL0000262,LOC0000262,BT59 8JX,54.413421088062584,-6.445205907242368,Northern Ireland,UK,Residential,Steel Frame,2021,58230.97,5221.78,0.0,Medium,63452.75
POL0000263,LOC0000263,EC55 2FJ,51.32585722821415,-0.2530026100774568,Greater London,UK,Residential,Steel Frame,1905,386121.53,70428.89,0.0,Low,456550.42
POL0000264,LOC0000264,ST58 6TN,51.82287319275724,-1.9653949590271724,West Midlands,UK,Residential,Reinforced Concrete,1904,227040.75,26628.46,0.0,Low,253669.21
POL0000265,LOC0000265,LL8 5TJ,51.74042006304728,-2.9635571959351283,Wales,UK,Residential,Masonry,1925,377075.12,77648.93,0.0,Low,454724.05
POL0000266,LOC0000266,TR17 8TD,51.315562354792384,-2.5700642066022135,South West,UK,Public Sector,Masonry,1918,307251.3,30914.09,34067.77,Medium,372233.16
POL0000267,LOC0000267,CB85 7VW,52.08477392056184,0.7741290786675645,East of England,UK,Residential,Reinforced Concrete,2023,539915.6,58011.54,0.0,Low,597927.14
POL0000268,LOC0000268,PL64 4EE,51.88573019064833,-2.219870455002547,South West,UK,Residential,Timber,1906,286887.91,25609.4,0.0,Low,312497.31
POL0000269,LOC0000269,BL93 1SF,53.62662240559397,-2.429896266705813,North West,UK,Residential,Mixed,1992,712962.83,142692.54,0.0,Medium,855655.37
POL0000270,LOC0000270,PO46 6UN,51.66448275002456,-1.6191132415217602,South East,UK,Commercial,Timber,1905,474251.99,109413.14,83180.69,Low,666845.82
POL0000271,LOC0000271,IV9 8ZR,55.88264102504255,-2.966489660466899,Scotland,UK,Residential,Timber,1968,210424.28,45622.12,0.0,Very High,256046.4
POL0000272,LOC0000272,EH10 4PN,56.16061793993337,-2.9337438937180185,Scotland,UK,Industrial,Timber,2020,3349345.43,1394155.34,1125753.86,High,5869254.63
POL0000273,LOC0000273,NP28 3DS,51.564152592978715,-3.2534754920518756,Wales,UK,Residential,Masonry,1974,532747.53,92869.31,0.0,Low,625616.84
POL0000274,LOC0000274,DH82 6HB,55.12893327155141,-1.9798871954227941,North East,UK,Retail,Masonry,2010,704361.29,292987.35,284338.39,Medium,1281687.03
POL0000275,LOC0000275,WV9 5TV,52.24969036627789,-1.8669408229450872,West Midlands,UK,Public Sector,Reinforced Concrete,2012,1199846.59,167582.43,233975.43,Low,1601404.45
POL0000276,LOC0000276,ST21 3UE,52.534695339958446,-2.5841337678545657,West Midlands,UK,Commercial,Masonry,1903,2371355.13,487829.8,567770.17,Medium,3426955.1
POL0000277,LOC0000277,G74 4MF,56.080740986665866,-2.8946632163906303,Scotland,UK,Commercial,Masonry,2017,1446458.32,440381.04,491085.69,Medium,2377925.05
POL0000278,LOC0000278,IP31 5XV,52.21886013350944,1.6198971876479171,East of England,UK,Residential,Timber,1961,373814.09,47719.27,0.0,Low,421533.36
POL0000279,LOC0000279,PL92 6DD,51.26327817023175,-2.72511312208701,South West,UK,Retail,Timber,1996,244363.1,82159.52,77007.69,Medium,403530.31
POL0000280,LOC0000280,DD55 6PN,55.84268126628438,-3.2172512922905865,Scotland,UK,Commercial,Masonry,1924,844882.54,315788.04,304315.23,Low,1464985.81
POL0000281,LOC0000281,NE72 1HY,54.88625705236944,-2.152388006949851,North East,UK,Residential,Timber,1992,107344.34,22287.15,0.0,Medium,129631.49
POL0000282,LOC0000282,RH63 1HJ,51.30146647705379,-1.015195864394149,South East,UK,Residential,Masonry,2005,266655.48,33873.14,0.0,Low,300528.62
POL0000283,LOC0000283,WN45 2AP,53.82480018297736,-1.4057475561182928,North West,UK,Residential,Reinforced Concrete,1978,479042.41,41661.65,0.0,Low,520704.06
POL0000284,LOC0000284,WC43 6NG,51.88113269139818,-0.42224403127559046,Greater London,UK,Commercial,Reinforced Concrete,1964,2756711.39,560416.9,749423.18,Low,4066551.47
POL0000285,LOC0000285,HU33 3XW,53.60597330902468,-1.6096448594535533,Yorkshire and the Humber,UK,Residential,Reinforced Concrete,1920,369236.44,67931.9,0.0,Low,437168.34
POL0000286,LOC0000286,N73 2AG,52.006876488879,-0.1904611398291195,Greater London,UK,Commercial,Reinforced Concrete,1914,3218038.27,1191715.41,799070.79,Medium,5208824.47
POL0000287,LOC0000287,ST74 4EX,52.11449790264952,-2.0808473120421533,West Midlands,UK,Commercial,Steel Frame,1909,854009.66,365789.17,258170.42,High,1477969.25
POL0000288,LOC0000288,HG52 1BZ,54.01277568050944,-1.286922694779487,Yorkshire and the Humber,UK,Residential,Reinforced Concrete,2009,339306.59,34483.58,0.0,Medium,373790.17
POL0000289,LOC0000289,BN59 1VU,51.39843933338234,-0.7184024240471883,South East,UK,Retail,Masonry,1916,485977.59,221091.54,153972.33,Low,861041.46
POL0000290,LOC0000290,S64 7GE,53.16431178328689,-1.5096448906875748,Yorkshire and the Humber,UK,Commercial,Masonry,1988,641325.9,258347.6,80830.24,High,980503.74
POL0000291,LOC0000291,SW93 3TD,51.74819191798321,-0.44408804455872336,Greater London,UK,Residential,Steel Frame,1900,467448.64,64968.72,0.0,Low,532417.36
POL0000292,LOC0000292,SW87 7UH,51.27302520978104,-0.8368502980501207,Greater London,UK,Retail,Mixed,1929,1174667.66,395416.7,359387.81,Low,1929472.17
POL0000293,LOC0000293,EH33 3SU,56.39847076654699,-3.4619585112681954,Scotland,UK,Industrial,Steel Frame,1982,4690394.74,2138276.25,979063.84,Medium,7807734.83
POL0000294,LOC0000294,BL37 1NR,53.548292117801395,-2.013111524236318,North West,UK,Commercial,Masonry,1900,859419.46,175643.4,102071.94,Low,1137134.8
